dataset,sample_id,source,reference,summary,system_id,human_scores_consistency,human_scores_relevance,human_scores_fluency,human_scores_coherence,sample_index,original_index
dialsummeval,13715895,"| Patricia: Hello, here's the fair-trade brand I've been talking about <file_other> | Elle: Oh, thanks! | Florence: Looks great! | Patricia: I'm glad, I hope you enjoy it. The quality's really great and knowing where it came from makes it easier to spend the extra dollar ;) | Elle: I'll look into it :) | Florence: Thx",,Florence is the quality's .,D,1.0,1.3333333333333333,2.0,2.3333333333333335,47,255
dialsummeval,13730939,"| Marty: Hiya, I have a favour to ask... can you pick up Marcel from school? | Christine: Sure, you ok? | Marty: Not really, I think I have sprained my ankle... | Christine: Oh no, have you seen see a doctor? | Marty: I was gonna see how it went today and might go tomorrow... | Christine: Are you sure? I'm happy to take you now if you want? | Marty: Nah, it can wait, that'll leave us in trouble with the kids... | Christine: OK, I'll pick up Marcel then. | Christine: Do you need anything from the shops or something? | Marty: No we are good thanks. we'll have pizza night, Marcel can sort us out... | Christine: I'm on a late shift tomorrow, shall I take Marcel in tomorrow morning? I'll take you to the doctor afterwards if you want? | Marty: That would be awesome, thank you for your help... | Christine: No problem, you'll have to call the school though. | Marty: Good one, will do that now... | Christine: See you around 4. | Marty: Thank you so much!",,Christine will pick up Marcel from school and take him to the doctor tomorrow morning.,F,2.3333333333333335,2.6666666666666665,4.666666666666667,4.333333333333333,48,775
dialsummeval,13681194,| Kamden: Hey! | Mckinley: Hi! | Kamden: I haven't seen you in a while - i've mostly been off social media. Maybe you'll let me have a little peek? | Mckinley: You aren't on fb anymore? | Kamden: I use chat on fb. I'm not big on social media use | Mckinley: Hmm... | Kamden: It helps me keep up with good friends | Mckinley: But you always can open it and check my photos lol | Mckinley: Yeah I use fb mostly to keep contact with people | Kamden: It's true. But I guess it would be more enticing to get it from you. 😏 Yeah it's my main reason. But I spend zero time therecc | Mckinley: Lol I'm not a phone selfie person | Kamden: Thats a shame. Lol | Mckinley: Lol,,"Kamden uses chat on fb to keep up with good friends . Mckinley uses Facebook too , which helps to keep contact with friends .",H,3.0,3.3333333333333335,4.0,4.0,49,161
dialsummeval,13828316,"| Hugh: It's fine - when we arrive we'll quickly make the pizza and get started. | Wanda: How much time is ""quickly""? | Hugh: We'll come, make the base and prepare everything earlier, then stick it in the oven | Wanda: ok - guess that's one more item to scratch off the list.",,Hugh and Wanda are going to make pizza. They will make the base and prepare everything earlier.,K,4.0,4.0,4.333333333333333,4.666666666666667,50,1130
dialsummeval,13729529,| Kelvin: Excuse me Miss. When do we sit for our CAT 2? | Naheeda: Can we have it during the statistics class? | Kelvin: I don't think so because we will be having the statistics CAT. | Naheeda: Okay it is up to you guys to choose the time then. | Kelvin: Okay. Wait I will talk with the other class members then I'll tell you their decision | Naheeda: Okay then don't take too long. | Kelvin: Sure,,Kelvin and Naheeda are going to have their CAT 2 during the statistics class. Kelvin will talk with the other class members and will tell Naheede the decision.,M,3.6666666666666665,3.3333333333333335,4.666666666666667,4.333333333333333,51,600
dialsummeval,13862536,"| Robert: Hi mate! Are you still at your office? If you are how about grabbing some coffee? I'm meeting Darek at 5pm, but I will be around at 3pm already :) | Gabriel: Hi Robert! Sorry for late response, didn't see your message. Also I've quit the office about a month ago, sorry. How are you doing? | Robert: I casually came to visit my old pals. Long story. I thought I could catch you somewhere, but maybe next time then ;). How are you doing? Where are you nowadays? | Gabriel: I'm OK. I'm at home, looking into what I'm doing next...Well I hope you will enjoy your meeting",,Robert is meeting Darek at 5 pm. Gabriel will be there at 3 pm. Robert quit the office a month ago. Robert wants to catch Gabriel somewhere. Gabriel is at home looking into what he's doing next.,N,3.6666666666666665,3.6666666666666665,4.333333333333333,3.3333333333333335,52,1287
dialsummeval,13862519,| Euodia: What is tiktok? | Domigo: You don't know what it is?o_O! | Domigo: Shocking! o_O | Euodia: I have no idea but my friends were talking about that 😶😶😶 | Euodia: And I felt a bit ashamed of not knowing what they all knoe about | Euodia: *Know | Domigo: That is hit application recently( ^^) | Domigo: You can take some videos for yourself and edit it with music and special effects as you wish( ^.^)( ^_^) | Domigo: And share it on YouTube or just with your friends | Euodia: Why do they do that?😕😕 | Domigo: Cause it is new and interesting!(^0_0^) | Euodia: Omg I don't understand why I feel so old(;_:)(;_:) | Domigo: Come on people want something new all the time😁😁 | Domigo: I also think tiktok will become less and less popular at some point but it's fun for now 😆😆 | Domigo: Try it(^0_0^),,Tikto is a new application that allows you to take videos and edit them with music and special effects.,G,3.6666666666666665,3.3333333333333335,4.666666666666667,4.666666666666667,53,1266
dialsummeval,13730619,"| Jack: Can you buy butter? | Thomas: Sure | Jack: Thanks. When are you coming home? | Thomas: I'm on my way | Jack: Ok, I'll wait with cooking until you come | Thomas: What are you making? | Jack: A mushroom soup. | Thomas: Tasty!",,Thomas will buy butter for Jack's mushroom soup.,M,2.6666666666666665,3.6666666666666665,4.666666666666667,5.0,54,740
dialsummeval,13829066,"| Rachel: So what time we’re going to the museum?  | Wai: I was thinking we could meet at 4 at the main entrance. | Rachel: Sounds good to me, any plans after that? | Wai: we’ll see, if anyone will be up to this, we can go to some bar. | Rachel: Great! I can’t wait to meet everyone! | Wai: Haha yes, you will love them! | Rachel: I’m kind of worried they won’t like me though ;[ | Wai: Don’t worry, we always welcome new people to our team! | Rachel: Great! When will I get to know what I’m supposed to do? | Wai: Later, some people need to make decisions, we don’t know which project will be assigned to us as well. | Rachel: Wow, it’s really a big organization… | Wai: One of the biggest charity organizations in the world :p | Rachel: Well, I can’t wait to see everyone, see you!",,Rachel andWai will meet at the main entrance of the museum at 4. They will go to a bar afterwards.,G,3.6666666666666665,4.0,4.0,4.0,55,1182
dialsummeval,13728101,"| Michael: hey, how are you | Kai: hey! I am fine, just working too much. what about you? you travel so much! | Michael: haha yes. At airport on my way back. looong trip | Kai: where have you been now? | Michael: argentina brazil and chile | Kai: wow! how long? | Michael: 2 weeks, lots of flights to make it work. I'm in Boston next weekend! | Kai: really??! how come? | Michael: just because I found a cheap ticket 😋 | Kai: nice:) but it's cold | Michael: hmm well.. I can deal with the cold now | Kai: are you not tired of all this travelling? | Michael: hmm, a little bit but not really. I’m more scared to stay in London and do nothing, because I’m so bored of it | Kai: I see, a man full of energy :) | Michael: well sort of, for fun stuff, but tired of work.  | Kai: yes, I remember quite well 😋 | Michael: Hahah. Thinking of resigning earlier than I was planning | Kai: and then? | Michael: I don’t have an answer to that one yet, and it’s not really a solution because I’d need to work 2 months notice period anyway, but I’ve just lost motivation after 3 years | Kai: Would you like to leave London? | Michael: yes asap | Kai: for the Netherlands? | Michael: maybe to recharge and look for jobs abroad, but I don't want to stay there. I know it’s not smart to quit without an alternative | Kai: depends on the field. I don't know yours and your experience. But it can be a bit stressful also | Michael: true, in my field it wouldn’t be good. Anyway I need to speak to my manager and discuss because I’m not happy in my job now. How’s everything on your side? too much work? | Kai: yes, I basically never rest these days | Michael: that’s not good, you need rest to avoid a burnout, which I had just before I went on holiday | Kai: Probably, I have a conference 8th of Dec, then I'll rest a bit, I hope.",,"Kai: yes, I basically never rest these days Michael: that’s not good, you need rest to avoid a burnout, which I had just before I went on holiday Kai: Probably, I have a conference 8th of Dec, then I'll rest a bit, I hope. Michael: I don’t have an answer to that one yet, and it’s not really a solution because I’d need to work 2 months notice period anyway, but I’ve just lost motivation after 3 years Kai: Would you like to leave London? I’m more scared to stay in London and do nothing, because I’m so bored of it Kai: I see, a man full of energy :) Michael: well sort of, for fun stuff, but tired of work.",B,4.0,4.333333333333333,4.0,2.6666666666666665,56,393
dialsummeval,13681165-1,| Alyssa: Have you seen Fergie’s national anthem? Illuminati does a great job. | Derek: This is not normal. I saw it last week… | Alyssa: What do you think about it? | Derek: I can fart bright stripes and bright stars better then she sings. | Alyssa: The best part is that she acts like she nailed it. But at least it's funny in a good way. | Derek: It is 😂,,Alyssa: Have you seen Fergie’s national anthem? Illuminati does a great job. Derek: This is not normal.,C,3.6666666666666665,3.3333333333333335,4.0,4.0,57,142
dialsummeval,13680571,"| Frank: Son, will you come home this weekend? | Son: not sure yet. Something happened? | Frank: Of course not. Your mother miss you. | Son: I miss her too. | Frank: So will you com? | Son: I will try. | Frank: Good, I will tell your mother that you will come | Son: oh, dad.. ok I will come.",,Son will try to come home this weekend. Frank will tell his mother that he will come.,J,4.333333333333333,4.333333333333333,4.333333333333333,4.333333333333333,58,93
dialsummeval,13863014,"| Priscilla: You're in a lot of trouble, Stuart | Stu: OMG, what did I do this time? | Priscilla: I told you I needed the Microsoft Office software for my new laptop | Stu: Right, so? That's what I gave you on that disc | Priscilla: No, you silly boy, your IT friend is and idiot | Stu: What did Alex do wrong? | Priscilla: He just downloaded Open Office and some other programs and put them on a CD | Stu: Whaaaaatttt? | Priscilla: That's what he did, maybe you should have checked | Stu: Damn | Priscilla: Yeah, damn | Stu: I'll tell him | Priscilla: No way, I just bought the software online | Stu: Oh | Priscilla: If I ever tell you to make your friend Alex get me something, please shoot me in the foot | Stu: Ok... damn :(",,Stu's IT friend Alex downloaded Open Office and some other programs and put them on a CD for Priscilla's new laptop. Stu didn't check. She bought the software online.,K,3.6666666666666665,4.333333333333333,4.666666666666667,4.0,59,1354
dialsummeval,13728825,| Hannah: Are you watching the game? | James: No I am head to work : (  | Hannah: Oh okay,,James is watching the game and Hannah are watching game.,E,1.6666666666666667,1.6666666666666667,2.6666666666666665,2.6666666666666665,60,466
dialsummeval,13729529,| Kelvin: Excuse me Miss. When do we sit for our CAT 2? | Naheeda: Can we have it during the statistics class? | Kelvin: I don't think so because we will be having the statistics CAT. | Naheeda: Okay it is up to you guys to choose the time then. | Kelvin: Okay. Wait I will talk with the other class members then I'll tell you their decision | Naheeda: Okay then don't take too long. | Kelvin: Sure,,Kelvin wants to know if she is going to find a present for the statistics. Kelvin will talk to her later.,E,2.3333333333333335,2.0,4.333333333333333,4.0,61,592
dialsummeval,13681194,| Kamden: Hey! | Mckinley: Hi! | Kamden: I haven't seen you in a while - i've mostly been off social media. Maybe you'll let me have a little peek? | Mckinley: You aren't on fb anymore? | Kamden: I use chat on fb. I'm not big on social media use | Mckinley: Hmm... | Kamden: It helps me keep up with good friends | Mckinley: But you always can open it and check my photos lol | Mckinley: Yeah I use fb mostly to keep contact with people | Kamden: It's true. But I guess it would be more enticing to get it from you. 😏 Yeah it's my main reason. But I spend zero time therecc | Mckinley: Lol I'm not a phone selfie person | Kamden: Thats a shame. Lol | Mckinley: Lol,,Kamden uses chat on Facebook to keep up with his friends. Mckinley uses Facebook mostly to keep in contact with people.,J,3.6666666666666665,3.6666666666666665,4.333333333333333,4.0,62,163
dialsummeval,13681516,"| Zoe: <file_video> | Frank: Love you! | Zoe: :-* | Frank: Have a good day, babe :-*",,Zoe sends Frank a video. He loves her.,K,4.0,4.0,4.666666666666667,4.0,63,206
dialsummeval,13814606,"| Jack: I'm 10 min late.. | Jack: sorry | Laura: no worries, I'll wait inside | Jack: ok.",,Jack will be 10 minutes late.,E,4.0,4.0,4.666666666666667,4.666666666666667,64,928
dialsummeval,13862566,"| Shaldona: WE ARE GONNA GET MARRIED ❤️❤️ | Shaldona: <file_others> | Shaldona: This is our mobile inviation for our wedding. | Shaldona: Invitation* | Piper: Hey. You haven’t sent me any messages for a few years. | Piper: And now you are sending me your wedding invitation  | Piper: THROUGH MESSENGER? | Shaldona: ..... | Shaldona: Well.. | Shaldona: I had no enough time to meet everybody and give this in person. | Shaldona: Hope you understand. | Piper: If you don't have time to give the invitation card in person but expect people go to your wedding | Piper: Shaldona, if so, you are too greedy.",,Shaldona sends Piper an invitation to her wedding.,N,4.0,3.3333333333333335,4.0,4.333333333333333,65,1301
dialsummeval,13730771,| Jay: Bro. Have you heard that diamond is in Kenya?  | Joe: Yeah man. I know what you are thinking | Jay: 😂😂   | Joe: Bro. I dont have some cash to buy some tickets for the event. | Jay: Come on! Stop worrying about cash. | Jay: I will lend you then you can refund later. | Joe: Okay. | Jay: And guess what? | Joe: What | Jay: I have convinced Ruth and Paulette to accompany us | Joe: Really? | Jay: Do i look like i am joking😏😏 | Joe: It's game on bro!!!!!! | Jay: Yeah. You know me. | Jay: But it is time you start paying me. | Jay: I can't be hooking up you with new girls every time we have a concert.😂 | Joe: 😂😂 cut the crap | Joe: Just wait next time. I'll be the one doing the connections. | Jay: Okay. Can't wait.,,Jay will lend Joe money to buy tickets for the event. Jay has convinced Ruth and Paulette to accompany them.,F,4.666666666666667,3.6666666666666665,4.666666666666667,4.666666666666667,66,747
dialsummeval,13716485,"| Debbie: Help, I don't know which dress to buy! <file_photo> or <file_photo>? | Kelly: The red one! It's beautiful. | Denise: It is, but the green one will suit you better. | Kelly: Why? Debbie looks good in red. | Denise: She does, but in my opinion that dress would look better on someone taller. Deb needs a shorter one. | Kelly: Right, I haven't thought about it. | Debbie: So the green one? | Denise: Definitely! | Kelly: Yeah. But can you send me the link to the store? I'm considering buying the red one for myself :D | Debbie: LOL, okay. Here's the link: <file_other>",,Debbie doesn't know which dress to buy . Kelly recommends the green one . Kelly is considering buying the red one for herself .,L,3.6666666666666665,3.6666666666666665,4.666666666666667,4.666666666666667,67,333
dialsummeval,13730814,"| Clint: I'm curious. How's the waste management working out over there? | Ronnie: It actually works very well. We use three different bins: compost, recycle and trash. Compost anything organic from yard waste to food scraps. Recycle for paper, bottles, cardboard, plastic, metals. And trash everything else. Why do you ask? | Clint: Sheer curiosity. What about general awareness? Plastic bags, etc.? | Ronnie: Very high. No more single use plastic bags in grocery stores. No more straws in restaurants. | Clint: Yeah, I read yours was one of the cities that banned them. I wonder when that will get here. | Ronnie: Never... | Clint:: What do you mean? | Ronnie: I highly doubt that type of environmental awareness will happen there. People there live in a different world when it comes to that. | Clint: People don't have to have any awareness, tbh. It's above them. If there were such decisions made they would follow | Ronnie: That is true. But at the state government level I don't think there is that awareness either. But hopefully I am proven wrong! | Clint: Really bizarre. I noticed it's struggling here. On the other hand, it's money. | Ronnie: Money in the sense of? | Clint: Reducing waste=lower utilization costs. Do they sort through everything further down? | Ronnie: Yes here they do.  | Clint: It seems to be the same way here. Dry recyclables, food and general, compost",,Clint: I'm curious. How's the waste management working out over there? Ronnie: It actually works very well.,C,3.6666666666666665,3.3333333333333335,4.666666666666667,4.666666666666667,68,758
dialsummeval,13730522,"| Bob: you bitch... why you called Sarah? | Jill: because i want to.. who are you question me? | Bob: try whatever you can bitch you cant get me back | Jill: huh? excuse me i dont want you back so just fuck off | Bob: really then why your calling my girlfriend and sending her our pictures.. | Jill: its just that i hate you and i dont want you to be happy :haha: | Bob: really bitch ? but u told her she cannot snatch me from you?  | Jill: yesss! its fun to hurt her  | Bob: i cant believe i was living with a bitch like you | Jill: oh yes and you would have lived if i wouldnt have kicked you out | Bob: What? huh! i left you.. dont remember you were begging me to love you not to leave you? | Jill: whatever.. i am glad i could make you angry and hurt you | Bob: ok thank you dear :) | Jill: thank you? | Bob: yes for saying all this, this is Sarah and all is good now... better luck next time? | Jill: get lost,",,Bob is angry at Jill for calling Sarah's girlfriend and sending her their pictures. Jill is glad Bob left her.,N,3.3333333333333335,3.6666666666666665,4.333333333333333,4.0,69,727
dialsummeval,13728295,"| Dave: Hey, is Nicky still at your place? Her phone is off | Sam: She just left | Dave: Thanks!",,Nicky just left Dave's place. Her phone is off.,J,3.6666666666666665,3.6666666666666665,4.666666666666667,4.666666666666667,70,429
dialsummeval,13863035,"| Adam: hi Mum! | Hannah: Hello, ready for your flight? | Adam: yes, just finished packing | Adam: can you remind Dad that the plane was rescheduled and will arrive one hour later? | Adam: there's no point for him to wait that long at the airport | Hannah: Sure, I will. | Hannah: Do you want anything special for dinner tomorrow? | Adam: nah, I'm fine with anything you'll prepare | Adam: especially if you compare it to what I'm eating on a daily basis :) | Hannah: Alright. | Hannah: Can't wait to see you! | Adam: I'll be there in less than 24 hours :) | Adam: I'm sure you can wait | Hannah: It's been half a year since your last visit, so don't be surprised! | Adam: I'm not | Adam: I miss you all as well | Adam: see you tomorrow! | Hannah: Bye! Have a safe flight!",,adam hasn't visited his parents in six months and is coming over tomorrow . his flight will land an hour later than originally scheduled . hannah will let dad know .,A,4.666666666666667,4.666666666666667,4.666666666666667,4.333333333333333,71,1372
dialsummeval,13729399,"| Jason: What are you doing this weekend? If you're bored maybe we should do something, but we also MUST create the video! | Dory: My friend is coming over the day after tomorrow | Jason: Yay! How long will s/he be staying? | Dory: She. around a week. gotta get the house ready. So how is the movie coming along?  | Jason: We've had 2 months and now we're down to 2 weekends... | Dory: Have you started? | Jason: I purchased the app in which to video and to edit and Lucy has a script. We just have to produce something now. | Dory: So you're virtually done! | Jason: Haha, something like that",,jason wants to meet dory over the weekend . dory's friend is going to stay with her for a week . jason has been working on a movie with lucy for the past two months . jason bought a video creator app .,A,3.3333333333333335,4.333333333333333,4.333333333333333,3.3333333333333335,72,546
dialsummeval,13864448,| Karen: I passed!!!!! | Simon: Whooooooooooah!!!!! | Tim: Congrats!!! | Patty: Guess we have a new designated driver :D,,Karen passed.,N,3.0,3.0,3.6666666666666665,4.333333333333333,73,1399
dialsummeval,13862856,"| Hannah: Hey, do you have Betty's number? | Amanda: Lemme check | Hannah: <file_gif> | Amanda: Sorry, can't find it. | Amanda: Ask Larry | Amanda: He called her last time we were at the park together | Hannah: I don't know him well | Hannah: <file_gif> | Amanda: Don't be shy, he's very nice | Hannah: If you say so.. | Hannah: I'd rather you texted him | Amanda: Just text him 🙂 | Hannah: Urgh.. Alright | Hannah: Bye | Amanda: Bye bye",,Amanda can't find Betty's number . Larry called her last time they were at the park . Amanda will text him .,L,3.3333333333333335,4.0,4.333333333333333,4.0,74,1327
dialsummeval,13681165-1,| Alyssa: Have you seen Fergie’s national anthem? Illuminati does a great job. | Derek: This is not normal. I saw it last week… | Alyssa: What do you think about it? | Derek: I can fart bright stripes and bright stars better then she sings. | Alyssa: The best part is that she acts like she nailed it. But at least it's funny in a good way. | Derek: It is 😂,,Derek and Alyssa like Fergie's performance of the national anthem.,G,2.6666666666666665,2.6666666666666665,4.666666666666667,4.666666666666667,75,146
dialsummeval,13862372,"| Marek: bro, check this out | Marek: <file_picture> | Adam: whoa, that's some fine piece of ass | Adam: where did you find it?  | Marek: that's the best part | Marek: I didn't find it | Marek: I made it in she shopping mall, on the escalator! | Adam: ? what? | Marek: pretty cool, isn't it | Adam: dude, that's creppy | Adam: one thing is to send me pic of nice ass, it's always appreciated | Adam: but another is to walk around and take pictures on your own | Adam: like some creep | Adam: think about it, she might have been someone's sister or daughter | Marek: dude | Marek: this is some guy's ass | Marek: I'm a gay, remember? | Adam: shit",,"Marek: pretty cool, isn't it Adam: dude, that's creppy Adam: one thing is to send me pic of nice ass, it's always appreciated Adam: but another is to walk around and take pictures on your own Adam: like some creep Adam: think about it, she might have been someone's sister or daughter Marek: dude Marek: this is some guy's ass Marek: I'm a gay, remember? Marek: bro, check this out Marek: <file_picture> Adam: whoa, that's some fine piece of ass Adam: where did you find it? Marek: that's the best part Marek: I didn't find it Marek: I made it in she shopping mall, on the escalator!",B,4.666666666666667,5.0,3.6666666666666665,3.0,76,1247
dialsummeval,13862566,"| Shaldona: WE ARE GONNA GET MARRIED ❤️❤️ | Shaldona: <file_others> | Shaldona: This is our mobile inviation for our wedding. | Shaldona: Invitation* | Piper: Hey. You haven’t sent me any messages for a few years. | Piper: And now you are sending me your wedding invitation  | Piper: THROUGH MESSENGER? | Shaldona: ..... | Shaldona: Well.. | Shaldona: I had no enough time to meet everybody and give this in person. | Shaldona: Hope you understand. | Piper: If you don't have time to give the invitation card in person but expect people go to your wedding | Piper: Shaldona, if so, you are too greedy.",,Shaldona is getting married. She sent her wedding invitation through messenger. She didn't have enough time to meet everybody and give the invitation in person.,M,4.333333333333333,4.0,4.666666666666667,4.666666666666667,77,1300
dialsummeval,13716638,"| Pet shop: Hi Breann&Dianne!👋 🐶😻 Here is a 10% coupon code (pawesome10) for new customers when you checkout! -> <link_other> | Breann: oh thank you!!!! | Pet shop: Breann, our pleasure! 🐶 | Dianne: Thank you! Now, to pick the colors! | Pet shop: Red and Gray our the most popular!! :) | Breann: I wish there was cheetah. 😔 | Pet shop: Breann, Do you mean cheetah print? | Breann: yes. | Pet shop: We do have them! Check out this pet hut! --> <link_other> | Breann: omg thank you!!!!!! | Pet shop: Our pleasure!! :) :) :) | Dianne: Thank you! Bye!",,breann and dianne are going to buy a cheetah print pet hut with a 10 coupon code .,A,3.0,3.0,4.333333333333333,4.666666666666667,78,350
dialsummeval,13828110,"| Rita: I need some info on you client. | Helen: Which one? | Rita: Salvage Industries. | Helen: Yeah? What do you need? | Rita: What's their major business. | Helen: They are into waste disposal. | Rita: I thought so. | Rita: You think they are legit. | Helen: What do you mean?! | Helen: Of course, they are legit. | Rita: Got a favor to ask. Can you double check if they have no PR problems? | Helen: I don't think so. But I'll check it for you. | Rita: You are a dear, Helen. | Helen: I sure am:)",,Can you double check if they have no PR problems? Rita: I need some info on you client. Helen: They are into waste disposal.,B,3.6666666666666665,4.0,4.0,2.3333333333333335,79,1093
dialsummeval,13716485,"| Debbie: Help, I don't know which dress to buy! <file_photo> or <file_photo>? | Kelly: The red one! It's beautiful. | Denise: It is, but the green one will suit you better. | Kelly: Why? Debbie looks good in red. | Denise: She does, but in my opinion that dress would look better on someone taller. Deb needs a shorter one. | Kelly: Right, I haven't thought about it. | Debbie: So the green one? | Denise: Definitely! | Kelly: Yeah. But can you send me the link to the store? I'm considering buying the red one for myself :D | Debbie: LOL, okay. Here's the link: <file_other>",,Debbie doesn't know which dress to buy. Kelly and Denise advise her to buy the green one. Kelly is considering buying the red one for herself.,M,4.333333333333333,4.333333333333333,4.666666666666667,4.666666666666667,80,334
dialsummeval,13815437,"| Caroline: I think his mother doesn't like me...;-( :-(  | Kate: how come?? | Caroline: I just see it in her eyes... | Kate: any example? | Caroline: I just feel it...  | Caroline: hard to give any example. | Caroline: I'm his first gf and she's jelous... | Kate: what??? u r his first gf?? | Kate: how old is he??? o_O ??? | Caroline: 26 but he's a nerd. | Caroline: he used to spend all the time at home.. | Kate: so he lives at home with mummy?? LOL | Caroline: yeah.. mummy and gramma | Kate: fuck, really?? | Kate: and u think he's normal? | Caroline: he's an introvert... | Caroline: it's a big house.. | Kate: but has he ever lived somewhere else? | Kate: u know shared flat, erasmus? | Caroline: nope... | Kate: he's really weird.. | Caroline: he's just a nerd, but v.intelligent! | Caroline: w8 , he's writing sth, will text u l8er. | Kate: ok",,Caroline's boyfriend's mother doesn't like her. He is 26 and lives at home with his mum and gramma.,I,3.6666666666666665,3.3333333333333335,4.666666666666667,4.333333333333333,81,946
dialsummeval,13730939,"| Marty: Hiya, I have a favour to ask... can you pick up Marcel from school? | Christine: Sure, you ok? | Marty: Not really, I think I have sprained my ankle... | Christine: Oh no, have you seen see a doctor? | Marty: I was gonna see how it went today and might go tomorrow... | Christine: Are you sure? I'm happy to take you now if you want? | Marty: Nah, it can wait, that'll leave us in trouble with the kids... | Christine: OK, I'll pick up Marcel then. | Christine: Do you need anything from the shops or something? | Marty: No we are good thanks. we'll have pizza night, Marcel can sort us out... | Christine: I'm on a late shift tomorrow, shall I take Marcel in tomorrow morning? I'll take you to the doctor afterwards if you want? | Marty: That would be awesome, thank you for your help... | Christine: No problem, you'll have to call the school though. | Marty: Good one, will do that now... | Christine: See you around 4. | Marty: Thank you so much!",,Marty has sprained his ankle . Christine will pick up Marcel from school tomorrow morning . She will take him to the doctor .,H,3.6666666666666665,4.0,4.666666666666667,4.333333333333333,82,777
dialsummeval,13729399,"| Jason: What are you doing this weekend? If you're bored maybe we should do something, but we also MUST create the video! | Dory: My friend is coming over the day after tomorrow | Jason: Yay! How long will s/he be staying? | Dory: She. around a week. gotta get the house ready. So how is the movie coming along?  | Jason: We've had 2 months and now we're down to 2 weekends... | Dory: Have you started? | Jason: I purchased the app in which to video and to edit and Lucy has a script. We just have to produce something now. | Dory: So you're virtually done! | Jason: Haha, something like that",,Jason and Dory need to create a video as Dory's friend is coming over the day after tomorrow. Jason bought an app to video and edit and Lucy has a script.,G,4.0,3.3333333333333335,3.6666666666666665,3.0,83,552
dialsummeval,13862773,| Randolph: Honey | Randolph: Are you still in the pharmacy? | Maya: Yes | Randolph: Buy me some earplugs please | Maya: How many pairs? | Randolph: 4 or 5 packs | Maya: I'll get you 5 | Randolph: Thanks darling,,Maya will buy earplugs for Randolph in the pharmacy.,I,4.666666666666667,4.0,4.666666666666667,4.666666666666667,84,1310
dialsummeval,13828328,"| Ella: did you send me mms?  i can't open it for some reason :/ | Caleb: yeah, I sent you a pic of Maya | Caleb: she's playing a mouse in a school play and I wanted to show you her costume | Caleb: she looks sooo adorable in it! :-) | Ella: aww...:) can you send me this photo via email? | Caleb: done :-)",,Caleb sent Ella a photo of Maya playing a mouse in a school play.,G,4.0,3.6666666666666665,4.333333333333333,4.666666666666667,85,1140
dialsummeval,13728763,"| David: Hi victor how are you? | Victor: i am fine thanks, what about you? | David: very well thanks, i heard you have taken over Chris's company? is that true? | Victor: Yes he was under huge debt, but he is still working as Director | David: That is good, your running company at its old premises? | Victor: No i sold off the office and accommodated them in my office, you know there is a lot of free space. | David: yes i know. thats good to hear i was worried about Chris but really appreciate what you are doing. | Victor: he was not willing to get help so i thought to do it this way.. and he can own it back anytime he wants | David: God bless you | Victor: Thanks, hows your business? | David: its good but not too much work these days.. | Victor: yes market is very slow.. | David: yes expecting it to get better by the end of the year. | Victor: really? we can hope for the best | David: yes.",,"Victor: he was not willing to get help so i thought to do it this way.. and he can own it back anytime he wants David: God bless you Victor: Thanks, hows your business? David: its good but not too much work these days.. Victor: yes market is very slow.. David: yes expecting it to get better by the end of the year. Victor: Yes he was under huge debt, but he is still working as Director David: That is good, your running company at its old premises?",B,4.0,4.0,4.0,3.0,86,449
dialsummeval,13729918,"| Alice: My dad is coming over for a month... | Kim: What? | Alice: He's going to decorate Jo's place... | Alice: I'm going to go mad... | Kim: :) | Alice: Are we still on? | Kim: When? | Alice: Saturday | Kim: My mum is here... | Alice: fuck, my parents will be here too... | Kim: what about Friday? | Alice: Okay, Friday it is! | Alice: I have my yoga class at 6:30 | Alice: I will be back home about 8pm | Kim: okay, I will be there after 8 | Alice: great!",,Alice's dad is coming for a month. Kim and Alice will meet on Friday after 8 pm.,G,4.0,3.3333333333333335,4.333333333333333,4.666666666666667,87,664
dialsummeval,13680993,"| Adelina: Hi handsome. Where you you come from? | Cyprien: What do you mean? | Adelina: What do you mean, ""what do you mean""? It's a simple question, where do you come from? | Cyprien: Well I was born in Jarrow, live in London now, so you could say I came from either of those places | Cyprien: I was educated in Loughborouogh, so in a sense I came from there. | Adelina: OK.  | Cyprien: In another sense I come from my mother's vagina, but I dare say everyone can say that. | Adelina: Are you all right? | Cyprien: IN another sense I come from the atoms in the air that I breath or the food I eat, which comes to me from many places, so all I can say is ""I come from Planet Earth"". | Adelina: OK, bye. If you're gonna be a dick... | Cyprien: Wait, what you got against earthlings?",,Adelina: Hi handsome. Where you you come from? Cyprien: What do you mean?,C,3.0,3.3333333333333335,4.333333333333333,4.666666666666667,88,114
dialsummeval,13728825,| Hannah: Are you watching the game? | James: No I am head to work : (  | Hannah: Oh okay,,James is not watching the game and is heading to work .,H,4.666666666666667,5.0,4.666666666666667,4.333333333333333,89,469
